,user_id,input_message_kid,stage,total_attempts_in_stage,grade_norm,pre-score_norm,stage_norm,failed_attempts_norm,pos_norm,neg_norm,hel_norm,anxiety_norm,action,output,postive_feedback,reward,grade,completed,pre,post,adjusted_score,anxiety,time_stored
610,321,How do I place the chocolates?,0,7,0.,1.,-1.,-0.3,-1.,-1.,1.,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,8,8,0,13,"11-21-2020-11:01:08-PST
"
611,321,"If I put a chocolate on the height of the box, it does not stay there.",0,7,0.,1.,-1.,-0.3,-1.,-1.,-0.03631976,-0.77777778,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,3,True,8,8,0,13,"11-21-2020-11:01:08-PST
"
612,321,t,,,0.,1.,-1.,-0.3,-1.,-1.,-0.23371684,-0.77777778,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,-0.028000000000000008,3,True,8,8,0,13,"11-21-2020-11:01:08-PST
"
613,322,I think the length,2,1,0.,1.,-0.33333333,-0.9,-1.,-1.,-0.02507096,-0.94444444,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,8,8,0,10,"11-21-2020-11:29:16-PST
"
614,322,Thanks!,,,0.,1.,-0.33333333,-0.9,1.,-1.,-0.15282053,-0.94444444,3,Hm... let's keep thinking!,True,0.08800000000000001,3,True,8,8,0,10,"11-21-2020-11:29:16-PST
"
615,323,3,2,3,-1.,-0.25,-0.33333333,-0.7,-1.,-1.,-1.,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,3,4,2,15,"11-21-2020-11:37:02-PST
"
616,323,is the answer 6?,2,3,-1.,-0.25,-0.33333333,-0.7,-1.,-1.,1.,-0.66666667,0,"By sliding the chocolate along the length of the box and using the chocolate as a reference, you will find that the length fits 6 chocolates",None,0.01,2,True,3,4,2,15,"11-21-2020-11:37:02-PST
"
617,323,i dont think i know the ounces,4,1,-1.,-0.25,0.33333333,-0.9,-1.,-1.,1.,-0.66666667,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,3,4,2,15,"11-21-2020-11:37:02-PST
"
618,323,i dont think i know the length,,,-1.,-0.25,-0.33333333,-0.7,-1.,-1.,1.,-0.66666667,0,Move your mouse along the length to count how many chocolates would fit along the length.,None,1.9589999999999996,2,True,3,4,2,15,"11-21-2020-11:37:02-PST
"
619,327,Hi!,,,1.,0.5,-1.,-0.9,-1.,-1.,-0.29048756,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.098,4,True,6,6,0,21,"11-22-2020-11:09:55-PST
"
620,330,no not helpful,0,12,-1.,0.,-1.,0.2,-1.,0.638,1.,-0.11111111,1,:),None,0.0,2,True,4,4,0,25,"11-22-2020-12:15:06-PST
"
621,330,no,0,12,-1.,0.,-1.,0.2,-1.,1.,-0.06320011,-0.11111111,2,"If we put our minds together, we can figure this problem out!",None,0.0,2,True,4,4,0,25,"11-22-2020-12:15:06-PST
"
622,330,ask what,2,10,-1.,0.,-0.33333333,0.,-1.,-1.,1.,-0.11111111,2,This problem doesn’t stand a chance against us!,None,0.0,2,True,4,4,0,25,"11-22-2020-12:15:06-PST
"
623,330,no,2,10,-1.,0.,-0.33333333,0.,-1.,1.,-0.06320011,-0.11111111,2,This problem doesn’t stand a chance against us!,None,0.0,2,True,4,4,0,25,"11-22-2020-12:15:06-PST
"
624,330,,0,12,-1.,0.,-1.,0.2,-1.,-1.,-1.,-0.11111111,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,4,4,0,25,"11-22-2020-12:15:06-PST
"
625,330,no,,,-1.,0.,-1.,0.2,-1.,1.,-0.06320011,-0.11111111,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,-0.015000000000000003,2,True,4,4,0,25,"11-22-2020-12:15:06-PST
"
626,331,do we use multiplucation or ADDITION,,,0.,-0.25,-1.,-0.4,-1.,-1.,1.,0.,0,You can move your mouse close to the box to turn it into a chocolate!,True,-8,3,False,3,4,1,27,"11-22-2020-14:21:47-PST
"
627,334, I can't find if the answer 66 ,,,-1.,-0.75,0.,-0.4,-1.,-1.,1.,-0.88888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,6.098,2,True,1,7,6,11,"11-22-2020-18:59:32-PST
"
628,318,how many,0,9,0.,-0.5,-1.,-0.1,-1.,-1.,1.,-0.77777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,2,6,4,13,"11-23-2020-11:38:49-PST
"
629,318,tell me the answer xDDD,,,0.,-0.5,-1.,-0.1,-1.,-1.,1.,-0.77777778,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,4.085,3,True,2,6,4,13,"11-23-2020-11:38:49-PST
"
630,350,cool,3,1,0.,0.,0.,-0.9,1.,-1.,-0.14831369,-0.66666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,3,True,4,2,1,15,"11-23-2020-13:49:44-PST
"
631,350,how many ounces does it weigh,,,0.,0.,0.33333333,-0.8,-1.,-1.,1.,-0.66666667,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.9849999999999999,3,True,4,2,1,15,"11-23-2020-13:49:44-PST
"
632,351,I need to know what 15x18 is.,3,6,0.,-0.25,0.,-0.4,-1.,-1.,1.,-0.77777778,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,3,True,3,7,4,13,"11-23-2020-14:15:49-PST
"
633,351,I think 720 is the answer,3,6,0.,-0.25,0.,-0.4,-1.,-1.,1.,-0.77777778,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,0.11,3,True,3,7,4,13,"11-23-2020-14:15:49-PST
"
634,351,I don't get the equation.,3,6,0.,-0.25,0.,-0.4,-1.,-1.,1.,-0.77777778,1,:),None,0.0,3,True,3,7,4,13,"11-23-2020-14:15:49-PST
"
635,351,can you help me with the equation?,,,0.,-0.25,0.,-0.4,-0.38,-1.,1.,-0.77777778,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,3.972,3,True,3,7,4,13,"11-23-2020-14:15:49-PST
"
636,360,"I've measured the box, I think it's 9.",,,0.,0.,-0.33333333,-0.6,-1.,-1.,-0.02507096,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,3.098,3,True,4,7,3,15,"11-24-2020-10:22:31-PST
"
637,359,Have any estimations?,0,2,1.,0.,-1.,-0.8,-1.,-1.,-0.07262983,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,4,8,4,21,"11-24-2020-10:26:35-PST
"
638,359,What is the length?,,,1.,0.,-0.33333333,-0.7,-1.,-1.,1.,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,3.9850000000000003,4,True,4,8,4,21,"11-24-2020-10:26:35-PST
"
639,358,ok,0,2,1.,-0.5,-1.,-0.8,1.,-1.,-0.1063473,-0.55555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
640,358,i´m kind of stuck,0,2,1.,-0.5,-1.,-0.8,-1.,-0.134,1.,-0.55555556,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
641,358,ok thank you sid,0,2,1.,-0.5,-1.,-0.8,0.402,-1.,-0.03507275,-0.55555556,3,Hm... let's keep thinking!,True,0.1,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
642,358,,3,11,1.,-0.5,0.,0.1,-1.,-1.,-1.,-0.55555556,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
643,358, I need help,3,11,1.,-0.5,0.,0.1,0.46,-1.,1.,-0.55555556,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,0.11,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
644,358, Thanks that was kind of helpfull,3,11,1.,-0.5,0.,0.1,-0.266,-1.,-0.04613036,-0.55555556,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
645,358,This question is just to hard!,3,11,1.,-0.5,0.,0.1,-1.,-0.494,1.,-0.55555556,0,Think about how to calculate volume with multiplication.,None,0.01,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
646,358,ok?,4,1,1.,-0.5,0.33333333,-0.9,1.,-1.,-0.1063473,-0.55555556,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",True,0.11,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
647,358,ok thanks,5,1,1.,-0.5,0.66666667,-0.9,1.,-1.,-0.1063473,-0.55555556,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",None,0.01,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
648,358,ok.now it is talking about the ounces to it,4,1,1.,-0.5,0.33333333,-0.9,-1.,-1.,-0.05601578,-0.55555556,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
649,358, ok thanks,,,1.,-0.5,0.33333333,-0.9,1.,-1.,-0.1063473,-0.55555556,0,Weight of the box of chocolates,None,0.8809999999999999,4,True,2,3,1,17,"11-24-2020-10:29:09-PST
"
650,357,I need help explaning the problem.,3,107,-1.,-0.25,0.,9.7,-0.358,-0.358,1.,-0.5,1,:),None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
651,357,I did it.! yay,0,6,-1.,-0.25,-1.,-0.4,0.298,-1.,-0.03631976,-0.5,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
652,357,thank you cat bug,0,6,-1.,-0.25,-1.,-0.4,-0.09,-1.,-0.03507275,-0.5,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
653,357,ok,0,6,-1.,-0.25,-1.,-0.4,1.,-1.,-0.1063473,-0.5,2,You’re doing a great job so far. Just keep trying!,None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
654,357,cat bug,3,107,-1.,-0.25,0.,9.7,-1.,-1.,-0.24482689,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
655,357,I am stuck.,3,107,-1.,-0.25,0.,9.7,-1.,0.334,1.,-0.5,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
656,357,oh,3,107,-1.,-0.25,0.,9.7,-1.,-1.,-0.20982539,-0.5,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
657,357,ok,2,5,-1.,-0.25,-0.33333333,-0.5,1.,-1.,-0.1063473,-0.5,3,Hm... let's keep thinking!,True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
658,357,cat bug,3,107,-1.,-0.25,0.,9.7,-1.,-1.,-0.24482689,-0.5,2,We need to solve this problem to stop the natural disaster. I believe in you!,None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
659,357,I don't get it.!,3,107,-1.,-0.25,0.,9.7,-1.,-1.,1.,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
660,357,yes,3,107,-1.,-0.25,0.,9.7,1.,-1.,-0.08166112,-0.5,3,I think we can use an equation! Think about what equation you can use to solve this problem.,True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
661,357,I need help,3,107,-1.,-0.25,0.,9.7,0.46,-1.,1.,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
662,357,ok,3,107,-1.,-0.25,0.,9.7,1.,-1.,-0.1063473,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
663,357,yes,3,107,-1.,-0.25,0.,9.7,1.,-1.,-0.08166112,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
664,357,cat bug,3,107,-1.,-0.25,0.,9.7,-1.,-1.,-0.24482689,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
665,357,I need help,3,107,-1.,-0.25,0.,9.7,0.46,-1.,1.,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
666,357,I need help. and you are helpful,3,107,-1.,-0.25,0.,9.7,0.158,-1.,1.,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
667,357,no,3,107,-1.,-0.25,0.,9.7,-1.,1.,-0.06320011,-0.5,1,:),None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
668,357,,3,107,-1.,-0.25,0.,9.7,-1.,-1.,-1.,-0.5,1,:),None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
669,357,yes,3,107,-1.,-0.25,0.,9.7,1.,-1.,-0.08166112,-0.5,1,:),None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
670,357,problem,3,107,-1.,-0.25,0.,9.7,-1.,1.,-0.08766793,-0.5,3,I think we can use an equation! Think about what equation you can use to solve this problem.,None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
671,357,3+5+6=11,3,107,-1.,-0.25,0.,9.7,-1.,-1.,-1.,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
672,357,help,3,107,-1.,-0.25,0.,9.7,1.,-1.,1.,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
673,357,problem,3,107,-1.,-0.25,0.,9.7,-1.,1.,-0.08766793,-0.5,1,:),True,0.1,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
674,357,I need some pointers.,3,107,-1.,-0.25,0.,9.7,-1.,-1.,1.,-0.5,1,:),None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
675,357, I need help with the problem.,3,107,-1.,-0.25,0.,9.7,-0.358,-0.358,1.,-0.5,1,:),None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
676,357,I need a hint.,3,107,-1.,-0.25,0.,9.7,-1.,-1.,1.,-0.5,1,:),None,0.0,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
677,357,I need help.,,,-1.,-0.25,0.,9.7,0.46,-1.,1.,-0.5,1,:),None,-0.051000000000000004,2,True,3,0,0,18,"11-24-2020-11:17:57-PST
"
678,364,are u a hacker,1,2,1.,1.,-0.66666667,-0.8,-1.,-1.,-0.1016057,-0.83333333,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,8,8,0,12,"11-24-2020-12:56:40-PST
"
679,364,wut,,,1.,1.,-0.66666667,-0.8,-1.,-1.,-0.40358419,-0.83333333,0,Move your mouse along the width to count how many chocolates would fit along the width.,None,-0.015000000000000003,4,True,8,8,0,12,"11-24-2020-12:56:40-PST
"
680,378,I don't get it,0,6,1.,-0.25,-1.,-0.4,-1.,-1.,1.,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
681,378,im stuck,0,6,1.,-0.25,-1.,-0.4,-1.,0.334,1.,-0.38888889,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
682,378,Im stuck :(,1,4,1.,-0.25,-0.66666667,-0.6,-1.,0.662,1.,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
683,378,help,1,4,1.,-0.25,-0.66666667,-0.6,1.,-1.,1.,-0.38888889,0,Move your mouse along the width to count how many chocolates would fit along the width.,None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
684,378,Hmm,2,6,1.,-0.25,-0.33333333,-0.4,-1.,-1.,-0.24409562,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
685,378,ok,2,6,1.,-0.25,-0.33333333,-0.4,1.,-1.,-0.1063473,-0.38888889,0,Move your mouse along the length to count how many chocolates would fit along the length.,None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
686,378,I need help,0,6,1.,-0.25,-1.,-0.4,0.46,-1.,1.,-0.38888889,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
687,378,I don't get it,1,4,1.,-0.25,-0.66666667,-0.6,-1.,-1.,1.,-0.38888889,0,"By sliding the chocolate along the width of the box and using the chocolate as a reference, you will find that the width fits 5 chocolates.",None,0.01,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
688,378,I need help,,,1.,-0.25,-0.33333333,-0.4,0.46,-1.,1.,-0.38888889,0,"By sliding the chocolate along the length of the box and using the chocolate as a reference, you will find that the length fits 6 chocolates",None,-0.10600000000000001,4,True,3,2,0,20,"11-24-2020-13:00:12-PST
"
689,366,can you help me,0,1,0.,-0.75,-1.,-0.9,-0.052,-1.,1.,0.,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
690,366,hey,2,1,0.,-0.75,-0.33333333,-0.9,-1.,-1.,-0.1545796,0.,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
691,366,bruh i know that,2,1,0.,-0.75,-0.33333333,-0.9,-1.,-1.,1.,0.,0,Move your mouse along the length to count how many chocolates would fit along the length.,None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
692,366,OK!,2,1,0.,-0.75,-0.33333333,-0.9,1.,-1.,-0.1063473,0.,0,"By sliding the chocolate along the length of the box and using the chocolate as a reference, you will find that the length fits 6 chocolates",None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
693,366,ok thanks,3,2,0.,-0.75,0.,-0.8,1.,-1.,-0.1063473,0.,1,:),True,0.1,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
694,366,oh no,3,2,0.,-0.75,0.,-0.8,-1.,0.376,-0.06320011,0.,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
695,366,ok.. and?,3,2,0.,-0.75,0.,-0.8,-1.,-1.,-0.1063473,0.,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
696,366,and then?,3,2,0.,-0.75,0.,-0.8,-1.,-1.,-0.12619233,0.,0,Think about how to calculate volume with multiplication.,None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
697,366,help plz,3,2,0.,-0.75,0.,-0.8,1.,-1.,1.,0.,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
698,366,hmm,3,2,0.,-0.75,0.,-0.8,-1.,-1.,-0.24409562,0.,0,Area = Length x Width = 6 x 5 = 30,None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
699,366,ohhh,3,2,0.,-0.75,0.,-0.8,-1.,-1.,-0.26974302,0.,0,Putting them together:,None,0.01,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
700,366,thanks,,,0.,-0.75,0.,-0.8,1.,-1.,-0.15282053,0.,0,You have seen all the hints. Try your best to answer the question!,None,-0.132,3,True,1,0,0,27,"11-24-2020-13:56:43-PST
"
701,367,can you help me,1,1,1.,-0.25,-0.66666667,-0.9,-0.052,-1.,1.,0.05555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,3,3,3,28,"11-24-2020-14:23:40-PST
"
702,367,ok,2,3,1.,-0.25,-0.33333333,-0.7,1.,-1.,-0.1063473,0.05555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,3,3,3,28,"11-24-2020-14:23:40-PST
"
703,367,can you give me the answer,,,1.,-0.25,0.33333333,-0.1,-1.,-1.,1.,0.05555556,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,3.0719999999999996,4,True,3,3,3,28,"11-24-2020-14:23:40-PST
"
704,377,I need help. Can you help me?,3,4,-1.,0.,0.,-0.6,0.148,-1.,1.,-0.38888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,True,4,6,2,20,"11-24-2020-17:26:42-PST
"
705,377,Not very helpful. Can you give me the equation that leads me to the answer,3,4,-1.,0.,0.,-0.6,-1.,-0.692,1.,-0.38888889,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,2,True,4,6,2,20,"11-24-2020-17:26:42-PST
"
706,377,With numbers please,,,-1.,0.,0.,-0.6,0.07,-1.,-0.10849452,-0.38888889,1,:),None,1.9749999999999999,2,True,4,6,2,20,"11-24-2020-17:26:42-PST
"
707,341,i don't know the answer,4,3,-1.,0.,0.33333333,-0.7,-1.,-1.,1.,-0.11111111,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",None,0.01,2,True,4,5,1,25,"11-25-2020-06:19:09-PST
"
708,341,we divide/,,,-1.,0.,0.33333333,-0.7,-1.,-1.,-0.03161268,-0.11111111,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",None,0.9849999999999999,2,True,4,5,1,25,"11-25-2020-06:19:09-PST
"
709,382,hi,0,10,1.,0.,-1.,0.,-1.,-1.,-0.29048756,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,4,7,3,21,"11-25-2020-16:19:38-PST
"
710,382,okay,0,10,1.,0.,-1.,0.,1.,-1.,-0.15501975,-0.33333333,3,Hm... let's keep thinking!,True,0.1,4,True,4,7,3,21,"11-25-2020-16:19:38-PST
"
711,382,i need help,0,10,1.,0.,-1.,0.,0.46,-1.,1.,-0.33333333,2,"You’ve just about got it. Don’t give up, yet!",True,0.1,4,True,4,7,3,21,"11-25-2020-16:19:38-PST
"
712,382,,0,10,1.,0.,-1.,0.,-1.,-1.,-1.,-0.33333333,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,4,True,4,7,3,21,"11-25-2020-16:19:38-PST
"
713,382,3,0,10,1.,0.,-1.,0.,-1.,-1.,-1.,-0.33333333,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",True,0.11,4,True,4,7,3,21,"11-25-2020-16:19:38-PST
"
714,382,next,0,10,1.,0.,-1.,0.,-1.,-1.,-0.14410816,-0.33333333,0,You have seen all the hints. Try your best to answer the question!,None,0.01,4,True,4,7,3,21,"11-25-2020-16:19:38-PST
"
715,382,okay,,,1.,0.,0.,-0.8,1.,-1.,-0.15501975,-0.33333333,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,2.9459999999999997,4,True,4,7,3,21,"11-25-2020-16:19:38-PST
"
716,383,i dont know thevanswer,0,2,1.,-0.25,-1.,-0.8,-1.,-1.,1.,0.16666667,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
717,383,i dont know the length,2,8,1.,-0.25,-0.33333333,-0.2,-1.,-1.,1.,0.16666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
718,383,i dont know the answer,3,77,1.,-0.25,0.,6.7,-1.,-1.,1.,0.16666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
719,383,i need the answer,3,77,1.,-0.25,0.,6.7,-1.,-1.,1.,0.16666667,1,:),None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
720,383,i need help \,3,77,1.,-0.25,0.,6.7,0.46,-1.,1.,0.16666667,1,:),None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
721,383,can you help me please,3,77,1.,-0.25,0.,6.7,0.25,-1.,1.,0.16666667,1,:),None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
722,383, help,3,77,1.,-0.25,0.,6.7,1.,-1.,1.,0.16666667,1,:),None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
723,383,help,3,77,1.,-0.25,0.,6.7,1.,-1.,1.,0.16666667,1,:),None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
724,383,i need help,3,77,1.,-0.25,0.,6.7,0.46,-1.,1.,0.16666667,1,:),None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
725,383,i need a hint,3,77,1.,-0.25,0.,6.7,-1.,-1.,1.,0.16666667,1,:),True,0.1,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
726,383,hint,3,77,1.,-0.25,0.,6.7,-1.,-1.,1.,0.16666667,1,:),None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
727,383,no,3,77,1.,-0.25,0.,6.7,-1.,1.,-0.06320011,0.16666667,2,You’re super close! Let’s think about this a little more and try again.,None,0.0,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
728,383,hint,,,1.,-0.25,0.,6.7,-1.,-1.,1.,0.16666667,2,I know we can do this together. Keep thinking!,None,4.962000000000001,4,True,3,5,5,30,"11-25-2020-17:00:18-PST
"
729,385,I do not need help right now,1,3,1.,-0.5,-0.66666667,-0.7,-1.,-0.378,1.,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,True,2,3,1,15,"11-25-2020-17:10:26-PST
"
730,385,I need a hint,1,3,1.,-0.5,-0.66666667,-0.7,-1.,-1.,1.,-0.66666667,0,Move your mouse along the width to count how many chocolates would fit along the width.,None,0.01,4,True,2,3,1,15,"11-25-2020-17:10:26-PST
"
731,385,I am still here,3,2,1.,-0.5,0.,-0.8,-1.,-1.,-0.03631976,-0.66666667,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,4,True,2,3,1,15,"11-25-2020-17:10:26-PST
"
732,385,What does that mean,3,2,1.,-0.5,0.,-0.8,-1.,-1.,1.,-0.66666667,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,4,True,2,3,1,15,"11-25-2020-17:10:26-PST
"
733,385,what is the answer,,,1.,-0.5,0.,-0.8,-1.,-1.,1.,-0.66666667,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.946,4,True,2,3,1,15,"11-25-2020-17:10:26-PST
"
